/work/c/cvss-t/it-en/rm_sil/train
common_voice_it_18785710.wav	31200
common_voice_it_19486602.wav	83680
common_voice_it_18872692.wav	82240
common_voice_it_17980368.wav	19840
common_voice_it_18338023.wav	56800
common_voice_it_19460700.wav	34880
common_voice_it_17869606.wav	57920
common_voice_it_19998278.wav	75040
common_voice_it_19425830.wav	76000
common_voice_it_17633951.wav	41920
common_voice_it_19942588.wav	42720
common_voice_it_17425825.wav	110720
common_voice_it_19996812.wav	78240
common_voice_it_18906346.wav	40800
common_voice_it_17869714.wav	81920
common_voice_it_18367291.wav	76480
common_voice_it_17546017.wav	53600
common_voice_it_17552771.wav	44960
common_voice_it_17971566.wav	44000
common_voice_it_20042182.wav	120160
common_voice_it_18043862.wav	79840
common_voice_it_18055273.wav	55840
common_voice_it_17526045.wav	14560
common_voice_it_19976734.wav	37440
common_voice_it_19977841.wav	45760
common_voice_it_19982489.wav	92000
common_voice_it_18018075.wav	58240
common_voice_it_19942421.wav	48320
common_voice_it_18082265.wav	30240
common_voice_it_18084515.wav	34240
common_voice_it_18084448.wav	84320
common_voice_it_19988055.wav	40160
common_voice_it_17542689.wav	77440
common_voice_it_18337922.wav	56000
common_voice_it_18485608.wav	67680
common_voice_it_18337633.wav	59520
common_voice_it_17643034.wav	39040
common_voice_it_17858027.wav	31840
common_voice_it_18254201.wav	67840
common_voice_it_18691519.wav	73280
common_voice_it_17979977.wav	44960
common_voice_it_19157272.wav	45280
common_voice_it_19980450.wav	75200
common_voice_it_18076788.wav	43360
common_voice_it_17632411.wav	67200
common_voice_it_18638030.wav	46560
common_voice_it_17866184.wav	61920
common_voice_it_20012038.wav	82720
common_voice_it_17551429.wav	48480
common_voice_it_18776042.wav	19840
common_voice_it_18876318.wav	39040
common_voice_it_19980220.wav	86400
common_voice_it_17547959.wav	60320
common_voice_it_17547357.wav	28160
common_voice_it_20011972.wav	55360
common_voice_it_19476969.wav	34880
common_voice_it_17886720.wav	84480
common_voice_it_18232176.wav	81600
common_voice_it_18715553.wav	20000
common_voice_it_17491847.wav	30880
common_voice_it_19804193.wav	53120
common_voice_it_20009944.wav	46720
common_voice_it_19882801.wav	30720
